"code","label","level"
"26 05 19","Low-Voltage Electrical Power Conductors and Cables",4
"26 05 19.13","Undercarpet Electrical Power Cables",5
"26 05 19.23","Manufactured Wiring Assemblies",5
"26 05 23","Control-Voltage Electrical Power Cables",4
"26 05 26","Grounding and Bonding for Electrical Systems",4
"26 05 29","Hangers and Supports for Electrical Systems",4
"26 05 33","Raceway and Boxes for Electrical Systems",4
"26 05 33.13","Conduit for Electrical Systems",5
"26 05 33.16","Boxes for Electrical Systems",5
"26 05 33.23","Surface raceways for Electrical Systems",5
"26 05 36","Cable Trays for Electrical Systems",4
"26 05 39","Underfloor Raceways for Electrical Systems",4
"26 05 43","Underground Ducts and Raceways for Electrical Systems",4
"26 05 44","Sleeves and Sleeve Seals for Electrical Raceways and Cabling",4
"26 05 46","Poles for Electrical Systems",4
"26 05 48","Vibration and Seismic Controls for Electrical Systems",4
"26 05 48.16","Seismic Controls for Electrical Systems",5
"26 05 53","Identification for Electrical Systems",4
"26 05 73","Power System Studies",4
"26 05 73.13","Short-Circuit Studies",5
"26 05 73.16","Coordination Studies",5
"26 05 73.19","Arc-Flash Hazard Analysis",5
"26 05 73.23","Load Flow Studies",5
"26 05 73.26","Stability Studies",5
"26 05 73.29","Harmonic-Analysis Studies",5
"26 05 76","Photometric Studies",4
"26 05 83","Wiring Connections",4
"26 06 00","Schedules for Electrical",3
"26 06 10","Schedules for Medium-Voltage Electrical Distribution",4
"26 06 20","Schedules for Low-Voltage Electrical Distribution",4
"26 06 20.13","Electrical Switchboard Schedule",5
"26 06 20.16","Electrical Panelboard Schedule",5
"26 06 20.19","Electrical Motor-Control Center Schedule",5
"26 06 20.23","Electrical Circuit Schedule",5
"26 06 20.26","Wiring Device Schedule",5
"26 06 30","Schedules for Facility Electrical Power Generating and Storing Equipment",4
"26 06 40","Schedules for Electrical Protection Systems",4
"26 06 50","Schedules for Lighting",4
"26 06 50.13","Lighting Panelboard Schedule",5
"26 06 50.16","Lighting Fixture Schedule",5
"26 08 00","Commissioning of Electrical Systems",3
"26 09 00","Instrumentation and Control for Electrical Systems",3
"26 09 13","Electrical Power Monitoring",4
"26 09 15","Peak Load Controllers",4
"26 09 16","Electrical Controls and Relays",4
"26 09 17","Programmable Controllers",4
"26 09 19","Enclosed Contactors",4
"26 09 23","Lighting Control Devices",4
"26 09 26","Lighting Control Panelboards",4
"26 09 33","Central Dimming Controls",4
"26 09 33.13","Multichannel Remote-Controlled Dimmers",5
"26 09 33.16","Remote-Controlled Dimming Stations",5
"26 09 36","Modular Dimming Controls",4
"26 09 36.13","Manual Modular Dimming Controls",5
"26 09 36.16","Integrated Multipreset Modular Dimming Controls",5
"26 09 36.19","Standalone Multipreset Modular Dimming",5
"26 09 43","Network Lighting Controls",4
"26 09 43.13","Digital-Network Lighting Controls",5
"26 09 43.16","Addressable Luminaire Lighting Controls",5
"26 09 43.19","Wireless Network Lighting Controls",5
"26 09 43.23","Relay-Based Lighting Controls",5
"26 09 61","Theatrical Lighting Controls",4
"26 10 00","Medium-Voltage Electrical Distribution",2
"26 11 00","Substations",3
"26 11 13","Primary Unit Substations",4
"26 11 16","Secondary Unit Substations",4
"26 11 16.11","Secondary Unit Substations with Switchgear Secondary",5
"26 11 16.12","Secondary Unit Substations with Switchboard Secondary",5
"26 11 16.13","Secondary Unit Substations with Motor Control Center Secondary",5
"26 12 00","Medium-Voltage Transformers",3
"26 12 13","Liquid-Filled, Medium-Voltage Transformers",4
"26 12 16","Dry-Type, Medium-Voltage Transformers",4
"26 12 19","Pad-Mounted, Liquid-Filled, Medium-Voltage Transformers",4
"26 13 00","Medium-Voltage Switchgear",3
"26 13 13","Medium-Voltage Circuit Breaker Switchgear",4
"26 13 16","Medium-Voltage Fusible Interrupter Switchgear",4
"26 13 19","Medium-Voltage Vacuum Interrupter Switchgear",4
"26 13 23","Medium-Voltage Metal-Enclosed Switchgear",4
"26 13 26","Medium-Voltage Metal-Clad Switchgear",4
"26 13 29","Medium-Voltage Compartmentalized Switchgear",4
"26 15 00","Medium-Voltage Enclosed Bus Assemblies",3
"26 15 13","Medium-Voltage Busways",4
"26 15 16","Medium-Voltage Cablebus",4
"26 16 00","Medium-Voltage Metering",3
"26 18 00","Medium-Voltage Circuit Protection Devices",3
"26 18 13","Medium-Voltage Cutouts",4
"26 18 16","Medium-Voltage Fuses",4
"26 18 19","Medium-Voltage Lightning Arresters",4
"26 18 23","Medium-Voltage Surge Arresters",4
"26 18 26","Medium-Voltage Reclosers",4
"26 18 29","Medium-Voltage Enclosed Bus",4
"26 18 33","Medium-Voltage Enclosed Fuse Cutouts",4
"26 18 36","Medium-Voltage Enclosed Fuses",4
"26 18 39","Medium-Voltage Motor Controllers",4
"26 20 00","Low-Voltage Electrical Distribution",2
"26 21 00","Low-Voltage Electrical Service Entrance",3
"26 21 13","Low-Voltage Overhead Electrical Service Entrance",4
"26 21 16","Low-Voltage Underground Electrical Service Entrance",4
"26 22 00","Low-Voltage Transformers",3
"26 22 13","Low-Voltage Distribution Transformers",4
"26 22 16","Low-Voltage Buck-Boost Transformers",4
"26 22 17","Low-Voltage Transformers for Nonlinear Loads",4
"26 22 18","Low-Voltage Transformers for Load Centers",4
"26 22 19","Control and Signal Transformers",4
"26 23 00","Low-Voltage Switchgear",3
"26 23 13","Paralleling Low-Voltage Switchgear",4
"26 24 00","Switchboards and Panelboards",3
"26 24 13","Switchboards",4
"26 24 16","Panelboards",4
"26 24 16.16","Electronically Operated Circuit-Breaker Panelboards",5
"26 24 19","Motor-Control Centers",4
"26 25 00","Low-Voltage Enclosed Bus Assemblies",3
"26 25 13","Low-Voltage Busways",4
"26 25 16","Low-Voltage Cablebus Systems",4
"26 27 00","Low-Voltage Distribution Equipment",3
"26 27 13","Electricity Metering",4
"26 27 16","Electrical Cabinets and Enclosures",4
"26 27 19","Multi-Outlet Assemblies",4
"26 27 23","Indoor Service Poles",4
"26 27 26","Wiring Devices",4
"26 27 33","Power Distribution Units",4
"26 27 73","Door Chimes",4
"26 28 00","Low-Voltage Circuit Protective Devices",3
"26 28 13","Fuses",4
"26 28 16","Enclosed Switches and Circuit Breakers",4
"26 28 16.13","Enclosed Circuit Breakers",5
"26 28 16.16","Enclosed Switches",5
"26 29 00","Low-Voltage Controllers",3
"26 29 13","Enclosed Controllers",4
"26 29 13.13","Across-the-Line Motor Controllers",5
"26 29 13.16","Reduced-Voltage Motor Controllers",5
"26 29 23","Variable-Frequency Motor Controllers",4
"26 29 33","Controllers for Fire Pump Drivers",4
"26 29 33.13","Full-Service Controllers for Fire Pump Electric-Motor Drivers",5
"26 29 33.16","Limited-Service Controllers for Fire Pump Electric-Motor Drivers",5
"26 29 33.19","Controllers for Fire Pump Diesel Engine Drivers",5
"26 30 00","Facility Electrical Power Generating and Storing Equipment",2
"26 31 00","Photovoltaic Collectors",3
"26 32 00","Packaged Generator Assemblies",3
"26 32 13","Engine Generators",4
"26 32 13.13","Diesel-Engine-Driven Generator Sets",5
"26 32 13.16","Gas-Engine-Driven Generator Sets",5
"26 32 13.26","Gas-Turbine Engine-Driven Generators",5
"26 32 16","Steam-Turbine Generators",4
"26 32 19","Hydro-Turbine Generators",4
"26 32 23","Wind Energy Equipment",4
"26 32 23.13","Horizontal-Axis Wind Turbines",5
"26 32 23.16","Vertical-Axis Wind Turbines",5
"26 32 26","Frequency Changers",4
"26 32 29","Rotary Converters",4
"26 32 33","Rotary Uninterruptible Power Units",4
"26 32 36","Resistive Load Banks",4
"26 33 00","Battery Equipment",3
"26 33 13","Batteries",4
"26 33 16","Battery Racks",4
"26 33 19","Battery Units",4
"26 33 23","Central Battery Equipment",4
"26 33 23.13","Central Battery Equipment for Emergency Lighting",5
"26 33 33","Static Power Converters",4
"26 33 43","Battery Chargers",4
"26 33 46","Battery Monitoring",4
"26 33 53","Static Uninterruptible Power Supply",4
"26 35 00","Power Filters and Conditioners",3
"26 35 13","Capacitors",4
"26 35 16","Chokes and Inductors",4
"26 35 23","Electromagnetic-Interference Filters",4
"26 35 26","Harmonic Filters",4
"26 35 33","Power Factor Correction Equipment",4
"26 35 33.13","Medium-Voltage Power Factor Correction Equipment",5
"26 35 33.16","Low-Voltage Power Factor Correction Equipment",5
"26 35 36","Slip Controllers",4
"26 35 43","Static-Frequency Converters",4
"26 35 46","Radio-Frequency-Interference Filters",4
"26 35 53","Voltage Regulators",4
"26 36 00","Transfer Switches",3
"26 36 13","Manual Transfer Switches",4
"26 36 23","Automatic Transfer Switches",4
"26 40 00","Electrical Protection",2
"26 41 00","Facility Lightning Protection",3
"26 41 13","Lightning Protection for Structures",4
"26 41 13.13","Lightning Protection for Buildings",5
"26 41 16","Lightning Prevention and Dissipation",4
"26 41 19","Early Streamer Emission Lightning Protection",4
"26 41 23","Lightning Protection Surge Arresters and Suppressors",4
"26 43 00","Surge Protective Devices",3
"26 43 13","Surge Protective Devices for Low-Voltage Electrical Power Circuits",4
"26 50 00","Lighting",2
"26 51 00","Interior Lighting",3
"26 51 13","Incandescent Interior Lighting",4
"26 51 16","Fluorescent Interior Lighting",4
"26 51 19","LED Interior Lighting",4
"26 51 23","HID Interior Lighting",4
"26 52 00","Safety Lighting",3
"26 52 13","Emergency and Exit Lighting",4
"26 52 13.13","Emergency Lighting",5
"26 52 13.16","Exit Signs",5
"26 54 00","Classified Location Lighting",3
"26 54 13","Incandescent Classified Location Lighting",4
"26 54 16","Fluorescent Classified Location Lighting",4
"26 54 19","LED Classified Location Lighting",4
"26 55 00","Special Purpose Lighting",3
"26 55 23","Outline Lighting",4
"26 55 29","Underwater Lighting",4
"26 55 33","Hazard Warning Lighting",4
"26 55 36","Obstruction Lighting",4
"26 55 39","Helipad Lighting",4
"26 55 53","Security Lighting",4
"26 55 59","Display Lighting",4
"26 55 61","Theatrical Lighting",4
"26 55 63","Detention Lighting",4
"26 55 68","Athletic Field Lighting",4
"26 55 70","Healthcare Lighting",4
"26 55 83","Broadcast Lighting",4
"26 56 00","Exterior Lighting",3
"26 56 13","Lighting Poles and Standards",4
"26 56 17","Fluorescent Exterior Lighting",4
"26 56 18","Incandescent Exterior Lighting",4
"26 56 19","LED Exterior Lighting",4
"26 56 21","HID Exterior Lighting",4
"27 00 00","Communications",1
"27 01 00","Operation and Maintenance of Communications Systems",3
"27 01 10","Operation and Maintenance of Structured Cabling and Enclosures",4
"27 01 20","Operation and Maintenance of Data Communications",4
"27 01 30","Operation and Maintenance of Voice Communications",4
"27 01 40","Operation and Maintenance of Audio-Video Communications",4
"27 01 50","Operation and Maintenance of Distributed Communications and Monitoring",4
"27 05 00","Common Work Results for Communications",3
"27 05 05","Selective Demolition for Communications",4
"27 05 11","Cameras for Audio-Visual Systems",4
"27 05 13","Communications Services",4
"27 05 13.13","Dialtone Services",5
"27 05 13.23","T1 Services",5
"27 05 13.33","DSL Services",5
"27 05 13.43","Cable Services",5
"27 05 13.53","Satellite Services",5
"27 05 26","Grounding and Bonding for Communications Systems",4
"27 05 28","Pathways for Communications Systems",4
"27 05 29","Hangers and Supports for Communications Systems",4
"27 05 33","Conduits and Backboxes for Communications Systems",4
"27 05 36","Cable Trays for Communications Systems",4
"27 05 39","Surface Raceways for Communications Systems",4
"27 05 43","Underground Ducts and Raceways for Communications Systems",4
"27 05 44","Sleeves and Sleeve Seals for Communications Pathways and Cabling",4
"27 05 46","Utility Poles for Communications Systems",4
"27 05 48","Vibration and Seismic Controls for Communications Systems",4
"27 05 48.16","Seismic Controls for Communications Systems",5
"27 05 53","Identification for Communications Systems",4
"27 06 00","Schedules for Communications",3
"27 06 10","Schedules for Structured Cabling and Enclosures",4
"27 06 20","Schedules for Data Communications",4
"27 06 30","Schedules for Voice Communications",4
"27 06 40","Schedules for Audio-Video Communications",4
"27 06 50","Schedules for Distributed Communications and Monitoring",4
"27 08 00","Commissioning of Communications",3
"27 10 00","Structured Cabling",2
"27 11 00","Communications Equipment Room Fittings",3
"27 11 13","Communications Entrance Protection",4
"27 11 16","Communications Cabinets, Racks, Frames, and Enclosures",4
"27 11 19","Communications Termination Blocks and Patch Panels",4
"27 11 23","Communications Cable Management and Ladder Rack",4
"27 11 26","Communications Rack Mounted Power Protection and Power Strips",4
"27 13 00","Communications Backbone Cabling",3
"27 13 13","Communications Copper Backbone Cabling",4
"27 13 13.13","Communications Copper Cable Splicing and Terminations",5
"27 13 23","Communications Optical Fiber Backbone Cabling",4
"27 13 23.13","Communications Optical Fiber Splicing and Terminations",5
"27 13 33","Communications Coaxial Backbone Cabling",4
"27 13 33.13","Communications Coaxial Splicing and Terminations",5
"27 13 43","Communications Services Cabling",4
"27 13 43.13","Dialtone Services Cabling",5
"27 13 43.23","T1 Services Cabling",5
"27 13 43.33","DSL Services Cabling",5
"27 13 43.43","Cable Services Cabling",5
"27 13 43.53","Satellite Services Cabling",5
"27 15 00","Communications Horizontal Cabling",3
"27 15 01","Communications Horizontal Cabling Applications",4
"27 15 01.11","Conductors and Cables for Electronic Safety and Security",5
"27 15 01.13","Video Surveillance Communications Conductors and Cables",5
"27 15 01.15","Access Control Communications Conductors and Cables",5
"27 15 01.16","Voice Communications Horizontal Cabling",5
"27 15 01.17","Intrusion Detection Communications Conductors and Cables",5
"27 15 01.19","Fire Alarm Communications Conductors and Cables",5
"27 15 01.23","Audio-Video Communications Horizontal Cabling",5
"27 15 01.39","Patient Monitoring and Telemetry Communications Horizontal Cabling",5
"27 15 01.43","Nurse Call and Intercom Communications Horizontal Cabling",5
"27 15 01.46","Paging Communications Horizontal Cabling",5
"27 15 01.49","Intermediate Frequency/Radio Frequency Communications Horizontal Cabling",5
"27 15 01.53","Antennas Communications Horizontal Cabling",5
"27 15 13","Communications Copper Horizontal Cabling",4
"27 15 23","Communications Optical Fiber Horizontal Cabling",4
"27 15 33","Communications Coaxial Horizontal Cabling",4
"27 15 43","Communications Faceplates and Connectors",4
"27 16 00","Communications Connecting Cords, Devices, and Adapters",3
"27 16 13","Communications Custom Cable Assemblies",4
"27 16 16","Communications Media Converters, Adapters, and Transceivers",4
"27 16 19","Communications Patch Cords, Station Cords, and Cross Connect Wire",4
"27 20 00","Data Communications",2
"27 21 00","Data Communications Network Equipment",3
"27 21 13","Data Communications Firewalls",4
"27 21 16","Data Communications Routers, CSU/DSU, Multiplexers, Codecs, and Modems",4
"27 21 26","Data Communications Network Management",4
"27 21 29","Data Communications Switches and Hubs",4
"27 21 33","Data Communications Wireless Access Points",4
"27 22 00","Data Communications Hardware",3
"27 22 13","Data Communications Mainframes",4
"27 22 16","Data Communications Storage and Backup",4
"27 22 19","Data Communications Servers",4
"27 22 23","Data Communications Desktops",4
"27 22 26","Data Communications Laptops",4
"27 22 29","Data Communications Handhelds",4
"27 24 00","Data Communications Peripheral Data Equipment",3
"27 24 13","Printers",4
"27 24 16","Scanners",4
"27 24 19","External Drives",4
"27 24 23","Audio-Video Devices",4
"27 24 26","Virtual Reality Equipment",4
"27 24 29","Disaster Recovery Equipment",4
"27 25 00","Data Communications Software",3
"27 25 13","Virus Protection Software",4
"27 25 16","Application Suites",4
"27 25 19","Email Software",4
"27 25 23","Graphics/Multimedia Software",4
"27 25 26","Customer Relationship Management Software",4
"27 25 29","Operating System Software",4
"27 25 33","Database Software",4
"27 25 37","Virtual Private Network Software",4
"27 25 39","Internet Conferencing Software",4
"27 26 00","Data Communications Programming and Integration Services",3
"27 26 13","Web Development",4
"27 26 16","Database Development",4
"27 26 19","Application Development",4
"27 26 23","Network Integration Requirements",4
"27 26 26","Data Communications Integration Requirements",4
"27 30 00","Voice Communications",2
"27 31 00","Voice Communications Switching and Routing Equipment",3
"27 31 13","PBX/ Key Systems",4
"27 31 23","Internet Protocol Voice Switches",4
"27 32 00","Voice Communications Terminal Equipment",3
"27 32 13","Telephone Sets",4
"27 32 16","Wireless Transceivers",4
"27 32 23","Elevator Telephones",4
"27 32 26","Ring-Down Emergency Telephones",4
"27 32 29","Facsimiles and Modems",4
"27 32 36","TTY Equipment",4
"27 32 43","Radio Communications Equipment",4
"27 33 00","Voice Communications Messaging",3
"27 33 16","Voice Mail and Auto Attendant",4
"27 33 23","Interactive Voice Response",4
"27 33 26","Facsimile Servers",4
"27 34 00","Call Accounting",3
"27 34 13","Toll Fraud Equipment and Software",4
"27 34 16","Telemanagement Software",4
"27 35 00","Call Management",3
"27 35 13","Digital Voice Announcers",4
"27 35 16","Automatic Call Distributors",4
"27 35 19","Call Status and Management Displays",4
